iter	RMSE
539	26.75261565
540	26.73646938
541	26.72775581
542	26.71620775
543	26.70839835
544	26.69330011
545	26.68491804
546	26.68166279
547	26.67060985
548	26.65269524
549	26.64261163
550	26.63636578
551	26.61808785
552	26.60785384
553	26.60034669
554	26.58252106
555	26.5655233
556	26.54739021
557	26.53835728
558	26.5302417
559	26.51145271
560	26.49813044
561	26.48749952
562	26.47558068
563	26.46881841
564	26.45325624
565	26.44169314
566	26.43831036
567	26.4303405
568	26.42609144
569	26.41806671
570	26.40460165
571	26.39076877
572	26.37465892
573	26.36688388
574	26.35880517
575	26.34552621
576	26.32620449
577	26.31227495
578	26.30839387
579	26.29911404
580	26.27689513
581	26.26357746
582	26.252026
583	26.23898054
584	26.2323343
585	26.22693944
586	26.22045808
587	26.21772302
588	26.2046145
589	26.19047523
590	26.17909063
591	26.17114302
592	26.16242216
593	26.14967768
594	26.14128499
595	26.12882082
596	26.11623302
597	26.10479225
598	26.0955717
599	26.08726001
600	26.07388066
601	26.06808266
602	26.05998904
603	26.05194962
604	26.03503093
605	26.02734888
606	26.01719155
607	26.00610496
608	25.99719378
609	25.98584273
610	25.97737496
611	25.97354845
612	25.97185633
613	25.96294786
614	25.94996865
615	25.94296476
616	25.92836984
617	25.91608987
618	25.90519397
619	25.89638179
620	25.88912685
621	25.88413015
622	25.87614662
623	25.86343404
624	25.85628425
625	25.8437848
626	25.83617535
627	25.82518893
628	25.80656788
629	25.79277442
630	25.78628461
631	25.77914823
632	25.76542973
633	25.76106303
634	25.74295391
635	25.74283305
636	25.72963208
637	25.72201207
638	25.70949575
639	25.70149438
640	25.69428605
641	25.69193013
642	25.67910457
643	25.67341458
644	25.66689447
645	25.66497001
646	25.65667592
647	25.64977348
648	25.63718878
649	25.62642837
650	25.62011275
651	25.61114765
652	25.59991553
653	25.59575815
654	25.58727228
655	25.57508878
656	25.56083775
657	25.54690642
658	25.54152218
659	25.53131241
660	25.52201868
661	25.50995013
662	25.49733225
663	25.48544573
664	25.47968224
665	25.46518748
666	25.45520821
667	25.44493017
668	25.43496043
669	25.42686438
670	25.42085841
671	25.41968078
672	25.41256135
673	25.40210693
674	25.39755042
675	25.38708839
676	25.37702838
677	25.37228172
678	25.35933821
679	25.35049435
680	25.33767539
681	25.32868023
682	25.31546453
683	25.30641408
684	25.29764516
685	25.29122048
686	25.28364887
687	25.27510877
688	25.26593517
689	25.25857256
690	25.25413388
691	25.24206553
692	25.23453385
693	25.22787981
694	25.22068781
695	25.21986139
696	25.21095554
697	25.19810128
698	25.18836277
699	25.1736287
700	25.1643786
701	25.15346004
702	25.14565976
703	25.1396538
704	25.13222118
705	25.11595328
706	25.10497666
707	25.09622145
708	25.07551217
709	25.05921814
710	25.05335471
711	25.04455529
712	25.03668404
713	25.02567716
714	25.0142859
715	25.0120675
716	25.00383356
717	24.99616776
718	24.98857223
719	24.97837511
720	24.97045839
721	24.96047985
722	24.95445093
723	24.94436576
724	24.94145744
725	24.93310912
726	24.93220358
727	24.92471153
728	24.91880394
729	24.91455155
730	24.90555523
731	24.89410871
732	24.8827451
733	24.87764725
734	24.87017936
735	24.86155609
736	24.85599393
737	24.84371559
738	24.83438275
739	24.83084816
740	24.81887368
741	24.81010472
742	24.80245083
743	24.79614856
744	24.78690776
745	24.77750137
746	24.77368392
747	24.76594473
748	24.75757172
749	24.74866142
750	24.73983434
751	24.73121351
752	24.721536
753	24.70633889
754	24.70214486
755	24.69363874
756	24.68820835
757	24.68343087
758	24.67602287
759	24.67550676
760	24.66590354
761	24.65810461
762	24.65477695
763	24.64869678
764	24.63636834
765	24.6248754
766	24.61701302
767	24.61415867
768	24.61108007
769	24.60166619
770	24.59659255
771	24.58813912
772	24.58206596
773	24.57425209
774	24.56495526
775	24.5607274
776	24.55636318
777	24.55215515
778	24.54635239
779	24.54414224
780	24.5328956
781	24.52660099
782	24.52612961
783	24.51818988
784	24.51148451
785	24.50354305
786	24.49497594
787	24.48808083
788	24.48274534
789	24.47698735
790	24.47283164
791	24.46341944
792	24.45072546
793	24.44564356
794	24.43984293
795	24.43281379
796	24.42460823
797	24.41358826
798	24.40790231
799	24.39730141
800	24.39355524
801	24.38924269
802	24.37865449
803	24.37850076
804	24.37035759
805	24.35502017
806	24.348758
807	24.3487233
808	24.338577
809	24.33099123
810	24.32419083
811	24.323553
812	24.30973786
813	24.30044737
814	24.29281367
815	24.28357935
816	24.27375764
817	24.26399209
818	24.25667295
819	24.24915232
820	24.24328967
821	24.23709114
822	24.23151007
823	24.22170376
824	24.22108798
825	24.21574826
826	24.20451549
827	24.19976746
828	24.1889367
829	24.18614913
830	24.18075274
831	24.17134156
832	24.16117805
833	24.1573347
834	24.15203221
835	24.14357716
836	24.13028629
837	24.12118533
838	24.11616296
839	24.1157665
840	24.10277209
841	24.0964123
842	24.09038396
843	24.08399061
844	24.08342723
845	24.07580366
846	24.06639623
847	24.05652013
848	24.05053693
849	24.03923932
850	24.02816386
851	24.02401241
852	24.01501135
853	24.01162642
854	24.00659962
855	23.99999678
856	23.99442432
857	23.98934505
858	23.98905536
859	23.98529856
860	23.97261307
861	23.96219194
862	23.9544186
863	23.94765002
864	23.9366769
865	23.93627037
866	23.9252314
867	23.91200492
868	23.90273474
869	23.89497132
870	23.88584671
871	23.87177714
872	23.86843356
873	23.86608694
874	23.8570396
875	23.85247797
876	23.84737405
877	23.83695801
878	23.83090665
879	23.82515725
880	23.81801277
881	23.81453909
882	23.80843581
883	23.80438411
884	23.79457105
885	23.78743746
886	23.77491833
887	23.76819608
888	23.75847949
889	23.7532986
890	23.75059584
891	23.74091951
892	23.73610596
893	23.72906693
894	23.71984854
895	23.70863234
896	23.70116593
897	23.69010044
898	23.67859478
899	23.67083299
900	23.65679979
901	23.64951449
902	23.64479747
903	23.64474094
904	23.63834315
905	23.63357234
906	23.63183304
907	23.62565147
908	23.61630476
909	23.60263646
910	23.5953769
911	23.5881148
912	23.58415282
913	23.58380762
914	23.57372062
915	23.56584988
916	23.55580894
917	23.55057616
918	23.54472461
919	23.53534269
920	23.53482605
921	23.526925
922	23.51175635
923	23.50492143
924	23.49912874
925	23.49581704
926	23.48784597
927	23.47801376
928	23.46734219
929	23.4625614
930	23.45467081
931	23.45415187
932	23.44872029
933	23.43970001
934	23.43085816
935	23.42734682
936	23.42148662
937	23.41509866
938	23.40595525
939	23.39069146
940	23.37962676
941	23.37550424
942	23.36699483
943	23.36350319
944	23.35402692
945	23.3474813
946	23.34145972
947	23.33291604
948	23.32413942
949	23.32194787
950	23.3196889
951	23.31261934
952	23.30259212
953	23.29239355
954	23.28246867
955	23.27233168
956	23.26301694
957	23.25640441
958	23.25042119
959	23.23932976
960	23.23043823
961	23.22462267
962	23.21866324
963	23.21222948
964	23.20526257
965	23.19665284
966	23.19071748
967	23.18365951
968	23.17902952
969	23.17007697
970	23.16027351
971	23.14951611
972	23.13983015
973	23.13657525
974	23.12802394
975	23.11946269
976	23.11742222
977	23.11476286
978	23.10732439
979	23.10556403
980	23.09798103
981	23.09408108
982	23.08788337
983	23.08624863
984	23.07710899
985	23.06981318
986	23.06032718
987	23.05244955
988	23.04889604
989	23.04173279
990	23.03851946
991	23.03120805
992	23.02461481
993	23.02320876
994	23.01792115
995	23.01783769
996	23.01416154
997	23.00904709
998	23.00312542
999	22.99257419
